time, type, dataflowid, value, cost, f, maxOutDataRate, currentOutDataRate, omega,,
13320, COORD, 5a5c9778-0c78-4e54-a194-135eee839609,0.875,38,0.319249992,152,34.88888889,0.230544533,0.229532164,0.558333333
13500, COORD, 5a5c9778-0c78-4e54-a194-135eee839609,0.875,38,0.319249992,150.6666667,34.38888889,0.228946208,0.228244838,0.558333333
13680, COORD, 5a5c9778-0c78-4e54-a194-135eee839609,0.875,38,0.319249992,150.6666667,34,0.226466049,0.225663717,0.558333333
13860, COORD, 5a5c9778-0c78-4e54-a194-135eee839609,0.875,38,0.319249992,145.3333333,32.38888889,0.222938713,0.222859327,0.558333333
14040, COORD, 5a5c9778-0c78-4e54-a194-135eee839609,0.875,38,0.319249992,150.6666667,32.55555556,0.216214727,0.216076696,0.558333333
14220, COORD, 5a5c9778-0c78-4e54-a194-135eee839609,0.875,38,0.319249992,152,27.88888889,0.184138007,0.183479532,0.558333333
14400, COORD, 5a5c9778-0c78-4e54-a194-135eee839609,0.875,38,0.319249992,149.3333333,27.94444444,0.187665344,0.187127976,0.558333333
14580, COORD, 5a5c9778-0c78-4e54-a194-135eee839609,0.875,47.5,0.18031249,152,26.83333333,0.177469136,0.176535088,0.479166667
14760, COORD, 5a5c9778-0c78-4e54-a194-135eee839609,0.875,47.5,0.18031249,146.6666667,26.11111111,0.178185626,0.178030303,0.479166667
14940, COORD, 5a5c9778-0c78-4e54-a194-135eee839609,0.875,47.5,0.18031249,153.3333333,26.72222222,0.175044092,0.174275362,0.479166667
15120, COORD, 5a5c9778-0c78-4e54-a194-135eee839609,0.875,47.5,0.18031249,149.3333333,26.5,0.178185626,0.177455357,0.479166667
15300, COORD, 5a5c9778-0c78-4e54-a194-135eee839609,0.875,47.5,0.18031249,152,30.66666667,0.202821869,0.201754386,0.479166667
15480, COORD, 5a5c9778-0c78-4e54-a194-135eee839609,0.875,47.5,0.18031249,150.6666667,32.66666667,0.217647707,0.216814159,0.479166667
15660, COORD, 5a5c9778-0c78-4e54-a194-135eee839609,0.875,47.5,0.18031249,149.3333333,31.66666667,0.212907848,0.212053571,0.479166667
15840, COORD, 5a5c9778-0c78-4e54-a194-135eee839609,0.875,47.5,0.18031249,150.6666667,31.27777778,0.208443563,0.20759587,0.479166667
16020, COORD, 5a5c9778-0c78-4e54-a194-135eee839609,0.875,47.5,0.18031249,145.3333333,30.22222222,0.208167989,0.20795107,0.479166667
16200, COORD, 5a5c9778-0c78-4e54-a194-135eee839609,0.875,47.5,0.18031249,150.6666667,26,0.173280423,0.172566372,0.479166667
16380, COORD, 5a5c9778-0c78-4e54-a194-135eee839609,0.875,47.5,0.18031249,150.6666667,22.22222222,0.148533951,0.147492625,0.479166667
16560, COORD, 5a5c9778-0c78-4e54-a194-135eee839609,0.875,47.5,0.18031249,152,23.44444444,0.154982363,0.154239766,0.479166667
16740, COORD, 5a5c9778-0c78-4e54-a194-135eee839609,0.875,47.5,0.18031249,152,26.33333333,0.173666226,0.173245614,0.479166667
16920, COORD, 5a5c9778-0c78-4e54-a194-135eee839609,0.875,47.5,0.18031249,145.3333333,27,0.185901675,0.185779817,0.479166667
17100, COORD, 5a5c9778-0c78-4e54-a194-135eee839609,0.875,47.5,0.18031249,150.6666667,28.83333333,0.192239859,0.191371681,0.479166667
17280, COORD, 5a5c9778-0c78-4e54-a194-135eee839609,0.875,47.5,0.18031249,148,29.72222222,0.201499118,0.200825826,0.479166667
17460, COORD, 5a5c9778-0c78-4e54-a194-135eee839609,0.875,47.5,0.18031249,153.3333333,27.94444444,0.183256173,0.182246377,0.479166667
17640, COORD, 5a5c9778-0c78-4e54-a194-135eee839609,0.875,47.5,0.18031249,149.3333333,25.61111111,0.172233245,0.171502976,0.479166667
17820, COORD, 5a5c9778-0c78-4e54-a194-135eee839609,0.875,47.5,0.18031249,153.3333333,21.55555556,0.141424162,0.14057971,0.479166667
18000, COORD, 5a5c9778-0c78-4e54-a194-135eee839609,0.875,47.5,0.18031249,150.6666667,26.77777778,0.178185626,0.177728614,0.479166667
